src, tgt
6-7-1=, -2
8-3-0=, 5
9+7+8=, 24
1-4+6=, 3
9-8-0=, 1
0-0+9=, 9
2-6+9=, 5
6+2-8=, 0
9-1-6=, 2
1+8-3=, 6
3+4+6=, 13
0+7+2=, 9
5-9+8=, 4
9-8+5=, 6
1+0+2=, 3
9-2-3=, 4
5-8-2=, -5
6+6-6=, 6
6-6+0=, 0
6+6-6=, 6
5-3+0=, 2
9-3-5=, 1
0-9+9=, 0
9-0+7=, 16
8-0+5=, 13
8-6-5=, -3
1-5-8=, -12
8+8+6=, 22
7-5+1=, 3
0+4+9=, 13
3-7+0=, -4
9-9+0=, 0
9-5+6=, 10
4+3-3=, 4
4-7-9=, -12
1-4-0=, -3
2-0+5=, 7
8-1-9=, -2
6-7+7=, 6
4-5+5=, 4
2+6-3=, 5
8-6-9=, -7
2-6-0=, -4
1-0+4=, 5
2+6+0=, 8
6-3+0=, 3
9+0+0=, 9
4-5+6=, 5
4-5+6=, 5
9+6-7=, 8
1+4+2=, 7
1+4+7=, 12
6+3+0=, 9
3-9+0=, -6
4-3+7=, 8
6-1+1=, 6
4+5-8=, 1
5+4+7=, 16
2-3+8=, 7
6-0+5=, 11
1-8-0=, -7
5+1-8=, -2
7-7-0=, 0
7-5-5=, -3
0-1-2=, -3
4+4-6=, 2
4+7+4=, 15
2-2-9=, -9
9+9+7=, 25
7+2+3=, 12
1-8-4=, -11
1+7+3=, 11
2+5+1=, 8
9-3+3=, 9
9+4-7=, 6
2-5-9=, -12
9+5+3=, 17
6-2+5=, 9
7+9-1=, 15
5+3+5=, 13
8+3+8=, 19
6-4+7=, 9
7-7-6=, -6
1+0+2=, 3
9-3-2=, 4
0-3+4=, 1
1+3-2=, 2
9+4+8=, 21
5+7-4=, 8
1+0+4=, 5
3-1-9=, -7
6+5+3=, 14
8+7-3=, 12
3-9+0=, -6
8-4-6=, -2
5-6+2=, 1
8+6-2=, 12
4+3+9=, 16
9-2+4=, 11
2-2+6=, 6
5-2+0=, 3
9-7-2=, 0
5-0-9=, -4
2+7-2=, 7
2-9-3=, -10
7-5-7=, -5
0-4-4=, -8
0-5+8=, 3
6+1-7=, 0
9+9+6=, 24
5-0+5=, 10
6+7-0=, 13
3+7+7=, 17
1+0-6=, -5
0-6-5=, -11
8+9+2=, 19
1-1+0=, 0
6+1-9=, -2
6-9-6=, -9
0-0-8=, -8
8+9-1=, 16
8+8-6=, 10
6-9+4=, 1
8-2+6=, 12
9+1+0=, 10
5+6-7=, 4
7-8-5=, -6
4+6+4=, 14
0-4+1=, -3
2-2+6=, 6
9-6-2=, 1
8-5+5=, 8
1+0+2=, 3
7+4-5=, 6
3-4+7=, 6
9-9+0=, 0
4+0+2=, 6
4-6+0=, -2
5-9-8=, -12
7-9-3=, -5
9+2+8=, 19
1-1-8=, -8
8+4-5=, 7
4-8-0=, -4
3-8-1=, -6
5+2-5=, 2
7-4+7=, 10
0+6+9=, 15
0-4+6=, 2
5+5-1=, 9
5-7+4=, 2
3+6-7=, 2
3+8+1=, 12
2-0+2=, 4
3+6+6=, 15
8+1+5=, 14
6+3+9=, 18
0-3-5=, -8
2-6+4=, 0
6-6-6=, -6
2-2-1=, -1
1+8+6=, 15
3-9+7=, 1
5-6+1=, 0
8-7-9=, -8
4-7-0=, -3
9-8+5=, 6
3-5-7=, -9
1-1+9=, 9
0+1+8=, 9
0-3+6=, 3
6-4-5=, -3
3+3+2=, 8
9-2-0=, 7
6-7-7=, -8
5-5-4=, -4
0+8-5=, 3
7+5+6=, 18
1-8+5=, -2
3-7+4=, 0
5-9+4=, 0
6-3-7=, -4
1+0-4=, -3
5-7+7=, 5
9+4-6=, 7
6+2-1=, 7
4-5+9=, 8
6-1-8=, -3
4+3+4=, 11
0+1-5=, -4
6-4+2=, 4
9+9-2=, 16
5-2-9=, -6
0-3-0=, -3
7+8-8=, 7
5+4-4=, 5
6-4+2=, 4
3-6-9=, -12
2-8-9=, -15
2+1+6=, 9
0-3-1=, -4
7-8+4=, 3
3-0+3=, 6
9-5-3=, 1
9+3+0=, 12
2-2-4=, -4
1+1+6=, 8
7+5+1=, 13
3-2-1=, 0
9-7+9=, 11
0+2-8=, -6
8-7-0=, 1
5-8-7=, -10
0+2+9=, 11
4-2-3=, -1
6+2+0=, 8
9-8-2=, -1
9-5-1=, 3
5+1+8=, 14
3+1-7=, -3
1+8+1=, 10
4+8-5=, 7
6-0+6=, 12
6-0+5=, 11
2+5-3=, 4
4-0-8=, -4
9+1+6=, 16
0+6-5=, 1
0-8+5=, -3
7+1+6=, 14
1+7+6=, 14
4+0+3=, 7
1+8+0=, 9
0-0+4=, 4
0-5-0=, -5
2-2+6=, 6
1+8-0=, 9
8+9+0=, 17
1-5+9=, 5
1+2+0=, 3
4-8+9=, 5
5+3+4=, 12
3+4-7=, 0
4-9-2=, -7
5+8-3=, 10
5+6-6=, 5
0-2+0=, -2
8-0+6=, 14
4+9+6=, 19
2-5-2=, -5
6+4+1=, 11
0-1+8=, 7
0-2-9=, -11
3+8+1=, 12
0-1-8=, -9
3-0-0=, 3
0-8+5=, -3
9-9+2=, 2
1-2+7=, 6
0+2+5=, 7
6-9+3=, 0
8-7-6=, -5
0-9-8=, -17
0+2-5=, -3
7+2+1=, 10
7-6-2=, -1
9+4-6=, 7
8-0+0=, 8
5-7+9=, 7
6+1+0=, 7
0+9-7=, 2
6+9-3=, 12
2+3-5=, 0
4+7+9=, 20
6-1+1=, 6
4+2+8=, 14
4+8-3=, 9
6-6+1=, 1
5+1-5=, 1
6-3-5=, -2
1-9-0=, -8
5+6-6=, 5
5+2-7=, 0
3+7-6=, 4
4-0+4=, 8
9-5-6=, -2
4-3+1=, 2
8+0-3=, 5
4-3+3=, 4
5+3-7=, 1
9+2+2=, 13
6-5-2=, -1
9-8-0=, 1
2-6+4=, 0
7-0+8=, 15
6+9+1=, 16
2+6-5=, 3
2+8-3=, 7
8-4-4=, 0
3-4-3=, -4
8+6-2=, 12
5+9+9=, 23
8-1-1=, 6
4+3-6=, 1
7+0-5=, 2
1+4+7=, 12
9-1+3=, 11
9+9-2=, 16
9-6-7=, -4
2+9-7=, 4
1-2+3=, 2
2+4-0=, 6
3+9-3=, 9
0-6+4=, -2
8+3+6=, 17
8-6-9=, -7
0+5+4=, 9
5+1+8=, 14
4-9+1=, -4
2-3+9=, 8
4-5+9=, 8
8-1-5=, 2
7+2+5=, 14
6-6+9=, 9
9+1+5=, 15
0-2+1=, -1
4+0+6=, 10
6-9-0=, -3
9+8+6=, 23
4-0-5=, -1
8-5-1=, 2
7+3-4=, 6
8+8-7=, 9
3-2-7=, -6
7+2-0=, 9
2-5-4=, -7
7+1-9=, -1
9+6+1=, 16
2-6-6=, -10
4-1+0=, 3
9-6-4=, -1
7-3-2=, 2
8+1-4=, 5
1+5+2=, 8
1-0-1=, 0
0+9+1=, 10
0-1-1=, -2
4-6+7=, 5
3+5+7=, 15
0-9+1=, -8
6-7-8=, -9
3+5+3=, 11
5-8+9=, 6
4-0-4=, 0
9+9-9=, 9
0+0-5=, -5
5+9-4=, 10
1+9+2=, 12
5-2-0=, 3
3+5+8=, 16
0-6-1=, -7
5+4+7=, 16
3+7+7=, 17
0+2-0=, 2
8-6+8=, 10
3+0-6=, -3
1-6+3=, -2
5+0+6=, 11
3+3+7=, 13
9-0-2=, 7
5-9+9=, 5
2-7+4=, -1
0-5+8=, 3
2+2-2=, 2
2+4+9=, 15
1+6+4=, 11
4+4+7=, 15
6+7+1=, 14
3+8-5=, 6
5+4+5=, 14
4+3-9=, -2
0+7+6=, 13
1+9+3=, 13
3+3-3=, 3
3-3+4=, 4
7-1-9=, -3
1+6-0=, 7
9+3-2=, 10
2-5-1=, -4
7-7+4=, 4
3+1-2=, 2
9-3+5=, 11
2-8-2=, -8
0+0+7=, 7
3+3-1=, 5
5+6+3=, 14
5-4+3=, 4
1+0+9=, 10
8+3+2=, 13
6-1+4=, 9
4-8-9=, -13
5+4-8=, 1
7-8-5=, -6
2+3-8=, -3
1+4-9=, -4
2+5+5=, 12
2+7-0=, 9
8+2+8=, 18
1+1-1=, 1
9+2-0=, 11
3-4+2=, 1
7+5+0=, 12
2-8+2=, -4
2+9+9=, 20
5-6-5=, -6
5-2+1=, 4
6+5-4=, 7
0+8+8=, 16
9-0+8=, 17
8-5+3=, 6
8-7+9=, 10
5-2-4=, -1
6+7+3=, 16
8+6-3=, 11
8+7+3=, 18
8-1+5=, 12
8-9+2=, 1
9-2-0=, 7
8-9+4=, 3
0+2+1=, 3
7+0+4=, 11
9+5-7=, 7
8-1-2=, 5
3+5-3=, 5
4+0-8=, -4
7-8-7=, -8
7+4+0=, 11
3+1+3=, 7
2+4+8=, 14
1+2+7=, 10
8+8-3=, 13
4+1-4=, 1
2+3+1=, 6
6-5+6=, 7
1-4-2=, -5
4-7-1=, -4
0-0+8=, 8
8-5+8=, 11
3+9+0=, 12
4-8-1=, -5
2-0+5=, 7
7+2+9=, 18
0-8+3=, -5
7+2+9=, 18
0+8-3=, 5
9-4-6=, -1
1-1-8=, -8
1+5-8=, -2
8-3-1=, 4
4-0+2=, 6
0-4-7=, -11
9-4+0=, 5
0+2+9=, 11
7-0-0=, 7
5+9+4=, 18
2+7+2=, 11
5-1-3=, 1
9+9-4=, 14
9-6+5=, 8
6-8-4=, -6
7-1-4=, 2
2+8+3=, 13
4+4-6=, 2
1-8-7=, -14
2+7-8=, 1
3-0+6=, 9
2+8-1=, 9
9+7-6=, 10
4+5+4=, 13
4+9-1=, 12
5-7-1=, -3
8+5+7=, 20
8-5-8=, -5
2-8+0=, -6
4-4+7=, 7
6-2-2=, 2
1+0+3=, 4
3+4-0=, 7
8+1-8=, 1
8-7-2=, -1
3+1+7=, 11
2+9+5=, 16
8-1-2=, 5
8+0+8=, 16
7-3+7=, 11
6+5-1=, 10
8-6-1=, 1
3-5+7=, 5
3+3-7=, -1
8+1-6=, 3
0-0-5=, -5
0+3-0=, 3
2-8+9=, 3
7-0-2=, 5
0+4+2=, 6
4-4+8=, 8
2+6-6=, 2
3+4+1=, 8
0-5-2=, -7
6+9-2=, 13
9-6+4=, 7
3-1-5=, -3
3+3+5=, 11
2+3+7=, 12
2+0-7=, -5
1+6+3=, 10
9-4-4=, 1
9-4+9=, 14
7-8-4=, -5
8+9-3=, 14
1-6-3=, -8
4-1-5=, -2
7+4-3=, 8
5-7-4=, -6
7+1+4=, 12
2+6+0=, 8
8-3+9=, 14
2+0-7=, -5
7+7-7=, 7
4+3+8=, 15
6+7-9=, 4
9-7-5=, -3
7-0+0=, 7
1-2+3=, 2
0-8+8=, 0
1-3+4=, 2
1+6+6=, 13
8-2+6=, 12
1-2+1=, 0
4+1-5=, 0
2+9+3=, 14
3+5+6=, 14
3+6-2=, 7
5+0+6=, 11
4-1+0=, 3
5+7-5=, 7
5+3+2=, 10
8-6-4=, -2
3+5-6=, 2
8-4+6=, 10
8-1-0=, 7
4+8-3=, 9
3+1+2=, 6
0-0+2=, 2
3-1+6=, 8
4-4-6=, -6
3+4-7=, 0
7-2+8=, 13
3+4+2=, 9
6+9-7=, 8
9-1-0=, 8
6-3-0=, 3
6+9+8=, 23
0+2+0=, 2
1-7-5=, -11
0+1+3=, 4
2+8-3=, 7
1+3-8=, -4
6-2+8=, 12
6-4+1=, 3
1+3+2=, 6
4+6+1=, 11
7-9-7=, -9
5-5+4=, 4
6-5+5=, 6
8+7+4=, 19
2+3-2=, 3
7-8+3=, 2
1+4+3=, 8
9+7-6=, 10
9-1+5=, 13
8+0+6=, 14
0-5+1=, -4
7+8+4=, 19
8+2-6=, 4
4-0+9=, 13
7-2-4=, 1
0+9-5=, 4
1-1+7=, 7
0+5-6=, -1
8-0+4=, 12
0+3+7=, 10
9+0+0=, 9
8-7-1=, 0
5+9+7=, 21
1-9+5=, -3
6-4-2=, 0
3+4-7=, 0
2+8-1=, 9
3-7+2=, -2
4+0-1=, 3
0+0+3=, 3
7-8+0=, -1
7+4-2=, 9
2-5-5=, -8
2-5+8=, 5
4+3-9=, -2
0+5+9=, 14
1+3+9=, 13
9+7+7=, 23
6+1-5=, 2
2-3+4=, 3
6+3-9=, 0
8-0-9=, -1
7+2+8=, 17
5-0+7=, 12
4+5-1=, 8
6+6+2=, 14
5-1-0=, 4
5-3-8=, -6
0+5+8=, 13
0+9-8=, 1
1-4-7=, -10
8-3-7=, -2
6+3-3=, 6
2+5-0=, 7
7+8+7=, 22
3-1-9=, -7
7+1-1=, 7
7-5-8=, -6
7+6+3=, 16
9+1-6=, 4
8+8+3=, 19
9-8-7=, -6
5+6+5=, 16
4-5+0=, -1
2+0-9=, -7
3-0+5=, 8
5+2+4=, 11
1+6-8=, -1
4+6-0=, 10
2+5-3=, 4
3-5+5=, 3
7+8-8=, 7
1-4+0=, -3
1-8-3=, -10
7+0-4=, 3
7-3+1=, 5
8+8+3=, 19
5+2+2=, 9
9+3+5=, 17
9+9-1=, 17
9+4+0=, 13
2+3+1=, 6
9+1-8=, 2
1-1+4=, 4
9+7-6=, 10
9-7+1=, 3
5-8+6=, 3
8+3+3=, 14
2-5+2=, -1
3+6+1=, 10
8-9+6=, 5
5-9+3=, -1
1+6+2=, 9
1-8+1=, -6
3+7-7=, 3
9-2-3=, 4
7+7-1=, 13
9-0-8=, 1
3-0+2=, 5
4+9-9=, 4
9+7+5=, 21
8+0-8=, 0
6+1-2=, 5
4-7+7=, 4
9-9+2=, 2
9-8+7=, 8
3+0-9=, -6
6+7+9=, 22
7+7-2=, 12
0+9-7=, 2
3-8+2=, -3
6-2-1=, 3
7-5-9=, -7
4-8+2=, -2
4-1-5=, -2
9+7-9=, 7
7+0+3=, 10
8+5+8=, 21
2+9-7=, 4
9-9-1=, -1
9+5-1=, 13
9+9-2=, 16
5-1-0=, 4
7+9-8=, 8
1-2+8=, 7
9-7-5=, -3
7+7+3=, 17
6-9-2=, -5
2+6+6=, 14
8-7+2=, 3
3-6-9=, -12
2+7+0=, 9
7+1+3=, 11
4+0-7=, -3
4-3+1=, 2
3+5-7=, 1
8+0-7=, 1
8+6+3=, 17
5-6-3=, -4
8+9+7=, 24
4-2-8=, -6
4+1+8=, 13
1+6-2=, 5
3+6+5=, 14
9-4+3=, 8
6-8+7=, 5
0-2+1=, -1
6+4-9=, 1
5+9-4=, 10
3+2+4=, 9
6+0-3=, 3
2+0-2=, 0
1-9+7=, -1
0+2-5=, -3
3-6-3=, -6
4-5+5=, 4
9+0-9=, 0
2+9-2=, 9
7+5-9=, 3
4+8+4=, 16
1-0+9=, 10
7+1+8=, 16
7-9-4=, -6
6+1-1=, 6
3+2+6=, 11
6-6-2=, -2
3-9-2=, -8
4+2-5=, 1
3+9-9=, 3
9+1-2=, 8
0-4+1=, -3
1-0-9=, -8
4-7-9=, -12
5-9-1=, -5
1-4-6=, -9
2-1-1=, 0
8+0+3=, 11
4-5-8=, -9
3-7+7=, 3
1+0+7=, 8
7+0+7=, 14
7+8-7=, 8
8+4+5=, 17
5+3+0=, 8
7-5+2=, 4
2-0-1=, 1
0+3-5=, -2
7-2-4=, 1
9+8-8=, 9
0-4+0=, -4
9-5+0=, 4
6+1+4=, 11
6+1+4=, 11
1-2-1=, -2
1+7+4=, 12
4-0+5=, 9
0+7+7=, 14
7+2-5=, 4
2-3+7=, 6
5-8-6=, -9
8+3-5=, 6
5+9-8=, 6
5-3+1=, 3
8+7-4=, 11
5+4+5=, 14
3+1-2=, 2
3-6+5=, 2
3+5+4=, 12
1-0+7=, 8
8-3+7=, 12
5-4-8=, -7
0+0+9=, 9
6-4-8=, -6
6+9-3=, 12
0+5-4=, 1
3-9+0=, -6
4+4-5=, 3
2-7-5=, -10
0+2-2=, 0
6-0+8=, 14
7+7-1=, 13
6+2-6=, 2
5+5+9=, 19
4+2+4=, 10
0+4+6=, 10
2-8-0=, -6
3+8+8=, 19
1+5-0=, 6
7-0+4=, 11
4+1-5=, 0
9-8-9=, -8
5-4+0=, 1
2+5+5=, 12
0-5+5=, 0
3-5+4=, 2
5-1-5=, -1
7-7-1=, -1
4+9+2=, 15
7-6+4=, 5
5-7-6=, -8
3+3+4=, 10
6+0-9=, -3
4-1+9=, 12
8-8-7=, -7
3+8-7=, 4
1-7+7=, 1
6+1+3=, 10
0-9+1=, -8
5+5+6=, 16
3-3-0=, 0
1+7-3=, 5
5-8-5=, -8
4+8+4=, 16
9+9-2=, 16
6-3+3=, 6
8+0-3=, 5
2+0-7=, -5
5-7+0=, -2
7+8-2=, 13
3-1-4=, -2
0+0-6=, -6
5+4+6=, 15
2+0+8=, 10
5+4+0=, 9
3+1+8=, 12
1+6+0=, 7
1+5+1=, 7
4-9-2=, -7
5+9-5=, 9
2+7-5=, 4
4+3-2=, 5
2-4+2=, 0
6-7-1=, -2
9+7+5=, 21
2+9+9=, 20
1-4+0=, -3
3-0-8=, -5
7-0-2=, 5
2-6+5=, 1
4+0+9=, 13
6-7-2=, -3
7-4+6=, 9
3+9-8=, 4
8+4-1=, 11
7+4-8=, 3
2+7-0=, 9
0-8+5=, -3
3+1-6=, -2
4-5+7=, 6
9-6+8=, 11
0-4-3=, -7
0-2+1=, -1
8-0-1=, 7
9-0+2=, 11
9-3+9=, 15
0+3-7=, -4
2-4-3=, -5
7+6-5=, 8
9-9+3=, 3
0-8-2=, -10
9-9+1=, 1
5+7-3=, 9
6+7+9=, 22
9+3+3=, 15
9-0-2=, 7
6+2+6=, 14
9-4-7=, -2
5-1+3=, 7
9+1-7=, 3
2+0-1=, 1
4+4-7=, 1
6+5-7=, 4
5+3-3=, 5
7+6-7=, 6
3-6-4=, -7
6+3-4=, 5
6-3-7=, -4
5-8-3=, -6
9+9-6=, 12
9-6+7=, 10
8+0-8=, 0
6-1-6=, -1
3-1-0=, 2
3+3-2=, 4
1+0-8=, -7
1+0+6=, 7
9+4-1=, 12
6-4-9=, -7
8-9+4=, 3
0-5+4=, -1
4+1+1=, 6
2-0+0=, 2
6-4-5=, -3
5-3+9=, 11
3-2-6=, -5
7+7+6=, 20
3+2-5=, 0
4-2+5=, 7
3-2+1=, 2
3-4-2=, -3
0-9-8=, -17
7-9-5=, -7
5-5+5=, 5
8-4-8=, -4
6+7-1=, 12
4+3+1=, 8
9+1-7=, 3
8-3-9=, -4
0-2-0=, -2
2+4-5=, 1
9-0-7=, 2
2-4-7=, -9
3+2-2=, 3
3+4+6=, 13
2+7-8=, 1
8+5+6=, 19
6+3+1=, 10
5+2-6=, 1
6+4-3=, 7
5-0+3=, 8
9-4-9=, -4
9-8+2=, 3
1+0+5=, 6
9-2+4=, 11
3-2-9=, -8
0-9-2=, -11
9-3+8=, 14
9-6+1=, 4
1-1-5=, -5
7+5+9=, 21
1+2-6=, -3
7-9-2=, -4
3-7+4=, 0
6+9-7=, 8
3-9-2=, -8
8-0+6=, 14
6-7-7=, -8
2+3+8=, 13
4-6-9=, -11
2-4-9=, -11
3+7+2=, 12
4+3-4=, 3
2-5+1=, -2
0+9+0=, 9
1-5+3=, -1
4+3+6=, 13
6-4-6=, -4
1-3-4=, -6
5-1-5=, -1
4+3+0=, 7
1-7+0=, -6
6-4-6=, -4
2-2-3=, -3
3-2+1=, 2
6+4+4=, 14
7-8-3=, -4
9-7-7=, -5
4+4-8=, 0
0-9-0=, -9
5-2+6=, 9
2+9-1=, 10
4+8-9=, 3
9-1+4=, 12
4+2+2=, 8
9+0+7=, 16
6-9-6=, -9
7-8+0=, -1
5-7-0=, -2
0-8+9=, 1
4-5+2=, 1
7-3-3=, 1
2+2+6=, 10
8-8+7=, 7
8+6-1=, 13
8+4+6=, 18
6+7-5=, 8
7-3-1=, 3
4+8+1=, 13
9-6-2=, 1
6-4-2=, 0
1-9-6=, -14
3+1-5=, -1
5+9+6=, 20
7-3+4=, 8
9-2-8=, -1
6-3+9=, 12
6+2+0=, 8
6-3+4=, 7
3-8-7=, -12
2-6+1=, -3
6+6+7=, 19
5+6+4=, 15
8-5-7=, -4
7-3+8=, 12
5+1-1=, 5
4-4+8=, 8
0+2+1=, 3
6+1-5=, 2
4-6-9=, -11
9-7+0=, 2
1+7+4=, 12
3+3-9=, -3
8+5-0=, 13
2+6+3=, 11
5+5+8=, 18
0+9-8=, 1
9-2-3=, 4
9-2+5=, 12
1+2+5=, 8
6-9+6=, 3
7-1-5=, 1
2+3+8=, 13
5-8-8=, -11
4-0+0=, 4
4+9-2=, 11
6-6-8=, -8
5+8+7=, 20
7+6-3=, 10
3+6-3=, 6
4+3-7=, 0
7-6-4=, -3
7-9-7=, -9
3-4-8=, -9
3+8+4=, 15
0-0+8=, 8
7+6+1=, 14
1+2+4=, 7
9+7+7=, 23
7+2-0=, 9
6+1-5=, 2
4+5+8=, 17
7-3-3=, 1
8-1+2=, 9
1+6-8=, -1
5-2+6=, 9
9+4-5=, 8
3+9+1=, 13
3-0-5=, -2
4-1-5=, -2
1+0+4=, 5
7-7+7=, 7
0+4+5=, 9
4+8-1=, 11
8-3+7=, 12
7-2+1=, 6
5+5-9=, 1
5-9-8=, -12
4-9+0=, -5
4+0-4=, 0
8-1-2=, 5
9+0-2=, 7
5-1+9=, 13
2-9-6=, -13
2+7-0=, 9
2-2+2=, 2
6+1-5=, 2
6+3+0=, 9
3+8-6=, 5
3+6-0=, 9
4+2-8=, -2
6-3+2=, 5
7-7-2=, -2
7-0+6=, 13
7-8-4=, -5
7+4+8=, 19
6-0+8=, 14
4-5+1=, 0
7+5+6=, 18
9-6-3=, 0
2+3-7=, -2
8+3+9=, 20
8+2+4=, 14
7-2+7=, 12
7+5-4=, 8
4+0-5=, -1
0+2+0=, 2
2+4+7=, 13
1+3+0=, 4
5+5+3=, 13
5-3+3=, 5
1-1+8=, 8
0-4-4=, -8
7+9+7=, 23
9+0+1=, 10
4+4-0=, 8
1+0+5=, 6
3+2+3=, 8
3-0+7=, 10
9-6+5=, 8
9+5-5=, 9
1+5+9=, 15
7-2-7=, -2
5-3+7=, 9
6+5-0=, 11
9+0+5=, 14
5-2+1=, 4
6-8-2=, -4
9+6-7=, 8
5+8-8=, 5
6-4-9=, -7
9-8-8=, -7
5+8-8=, 5
7+7-8=, 6
8-8-0=, 0
3+7-3=, 7
3-6+5=, 2
9-3-9=, -3
4+1+1=, 6
6+9+6=, 21
5+3-9=, -1
7-3-5=, -1
6-3+4=, 7
3+2+9=, 14
4-3+3=, 4
5+7+0=, 12
0+8-3=, 5
9-6+7=, 10
8+4-1=, 11
6+4+0=, 10
1-0-7=, -6
1+1-1=, 1
8+4-1=, 11
1-8-5=, -12
8-4+4=, 8
7+9+9=, 25
9-3-5=, 1
0+5+8=, 13
0-7+7=, 0
6-9+0=, -3
7+0-9=, -2
9-5-9=, -5
3+9+8=, 20
8-2-3=, 3
5+3+1=, 9
0-4+1=, -3
6+1+6=, 13
6+7+5=, 18
3+6+9=, 18
0+5-2=, 3
0+8+5=, 13
2-9-0=, -7
4-6+0=, -2
6-2+7=, 11
7-0+1=, 8
9-0-9=, 0
6+2+7=, 15
8+4-7=, 5
8-6+1=, 3
8+2+3=, 13
8+3+8=, 19
9-0+2=, 11
4-2+8=, 10
7-7-6=, -6
8+8+2=, 18
8-4-7=, -3
2-5-8=, -11
7-6-1=, 0
1-5-2=, -6
3+3-7=, -1
4-8+1=, -3
3-3+4=, 4
3+7-7=, 3
2-7+9=, 4
7-2+4=, 9
2-9+1=, -6
1-8-7=, -14
9-4+9=, 14
2-3+2=, 1
9-7-9=, -7
2-9-2=, -9
7+9+3=, 19
9+4-5=, 8
4+3+8=, 15
4+8-4=, 8
6-7+0=, -1
8-1+5=, 12
0+2+4=, 6
5+7+4=, 16
8+7-1=, 14
9-8-0=, 1
4-2+0=, 2
4-1+2=, 5
2-1-8=, -7
5-3+0=, 2
2-9+4=, -3
8+3-8=, 3
8-7+3=, 4
3+5-6=, 2
1+2-1=, 2
9-6-6=, -3
4+7-5=, 6
6-3-7=, -4
4-8+0=, -4
6-1-1=, 4
7+6+5=, 18
2+5-2=, 5
6-7+7=, 6
1+0+3=, 4
2+9+9=, 20
6+0+8=, 14
5+5-9=, 1
4+1-4=, 1
1-7+1=, -5
8+1+3=, 12
1-9+2=, -6
4-5+4=, 3
0-6+1=, -5
8-1+4=, 11
2+8-3=, 7
5+0+2=, 7
0+4+0=, 4
7+1+7=, 15
2-8-8=, -14
5-8+7=, 4
9-7-3=, -1
2-4-7=, -9
5+0-5=, 0
5+3+8=, 16
5+1-8=, -2
3-1-9=, -7
6-6-3=, -3
7+6-8=, 5
8+9+4=, 21
2+7-7=, 2
2-5+7=, 4
6+9+9=, 24
6-8-2=, -4
0-6+8=, 2
0+1+8=, 9
6+3+5=, 14
9+4+6=, 19
9-9-5=, -5
2-9+6=, -1
6+2+6=, 14
1+5-1=, 5
3-2-8=, -7
8+2+6=, 16
5-6+4=, 3
6+3+5=, 14
1+9+9=, 19
2+4-8=, -2
3+6-1=, 8
8+7-3=, 12
2+9+5=, 16
3+3+9=, 15
3+7+6=, 16
8+4+2=, 14
5-1-8=, -4
5+9-3=, 11
9-8+2=, 3
1+3-9=, -5
9-7-6=, -4
0+2-8=, -6
6-8-5=, -7
7-1+5=, 11
0+3+3=, 6
0+3-1=, 2
3+9-8=, 4
4-1+1=, 4
3+6-1=, 8
5+4+2=, 11
9+6+4=, 19
1-9+8=, 0
2+9+0=, 11
5+6+9=, 20
3+0+0=, 3
1+4-3=, 2
8+0+9=, 17
8+7-2=, 13
9-5+2=, 6
8-4+0=, 4
2+6-9=, -1
0+1-0=, 1
6-3+5=, 8
8+9-0=, 17
4+1-5=, 0
3+4+8=, 15
6-4-6=, -4
5+6+6=, 17
5-3-2=, 0
2+0+9=, 11
7-2-4=, 1
0+7-7=, 0
3+4-7=, 0
6+5-3=, 8
1-4+6=, 3
6+1-1=, 6
1+6+7=, 14
7+1-3=, 5
0+0+0=, 0
9+2-5=, 6
7+6+0=, 13
0-4-2=, -6
8+1+5=, 14
2-4-2=, -4
1-8-5=, -12
5+6+6=, 17
3-5-5=, -7
9-8+6=, 7
5-7-6=, -8
0-8-6=, -14
1+9-9=, 1
0+0-5=, -5
1+4+4=, 9
1+8+9=, 18
3-6-8=, -11
4+7+2=, 13
8+6+5=, 19
2+8+5=, 15
0-5-1=, -6
0-9+8=, -1
8+9-4=, 13
7-5+9=, 11
8-3-9=, -4
0-7+1=, -6
4+2-2=, 4
6-8+9=, 7
8-3-6=, -1
5+2-1=, 6
5-3-3=, -1
2-5-9=, -12
8-6-9=, -7
9-6+3=, 6
4-0+9=, 13
6+5-2=, 9
5-5-6=, -6
7+5+3=, 15
8-8+8=, 8
1+5-4=, 2
1+5-0=, 6
4+0+1=, 5
0-6+0=, -6
7-6-0=, 1
7-3-9=, -5
8+1+1=, 10
8-2-7=, -1
5-5-2=, -2
6-0-8=, -2
2-3-2=, -3
1-6-9=, -14
5+3-0=, 8
9+0-9=, 0
2-8+1=, -5
4+4+4=, 12
6+1+5=, 12
2-3+6=, 5
7-6+2=, 3
0+2-0=, 2
1-1-5=, -5
7-7+4=, 4
2-1-2=, -1
6+7+3=, 16
2-0-4=, -2
1-1-2=, -2
9+1+1=, 11
8-1-8=, -1
4+6-0=, 10
3+4-5=, 2
3+3-6=, 0
8+4+7=, 19
6+3-1=, 8
6-5+0=, 1
7+0-1=, 6
0+9-9=, 0
6-2-0=, 4
0-2+8=, 6
2+3-1=, 4
8+0+5=, 13
9-3+9=, 15
9+9-4=, 14
5+5+7=, 17
3+1+0=, 4
4+2+7=, 13
3+5+0=, 8
9-8-1=, 0
3+9+0=, 12
2-9+7=, 0
8-1-5=, 2
3-8+9=, 4
9+7-4=, 12
8+3+5=, 16
5+1-5=, 1
0+6-2=, 4
5+1+3=, 9
3-0+8=, 11
8-5-9=, -6
9+5-4=, 10
